Origin,Destination,Peak Time,Driving Duration (Minutes),Driving Distance (KM),Transit Duration (Minutes),Transit Distance (KM),Driving Duration Reverse (Minutes),Driving Distance Reverse (KM),Transit Duration Reverse (Minutes),Transit Distance Reverse (KM),Transit is Faster,Time Saved (Minutes),Transit Percentage Faster
King Saud University,Al Murooj,2025-01-22 08:00:00,11.983333333333333,7.708,14.666666666666666,8.018,13.033333333333331,9.445,17.966666666666665,8.174,False,-2.6833333333333336,-22.392211404728794
King Saud University,Al Murooj,2025-01-22 17:00:00,20.633333333333333,8.179,17.0,8.018,19.55,9.445,18.966666666666665,8.174,True,3.633333333333333,17.60904684975767
King Saud University,King Fahad District,2025-01-22 08:00:00,9.583333333333334,6.509,12.783333333333331,6.878,10.383333333333333,8.199,17.966666666666665,7.042,False,-3.1999999999999975,-33.39130434782606
King Saud University,King Fahad District,2025-01-22 17:00:00,17.733333333333334,6.509,15.116666666666667,6.878,15.966666666666669,8.199,18.966666666666665,7.042,True,2.616666666666667,14.755639097744364
King Saud University,King Fahad District 2,2025-01-22 08:00:00,9.15,5.497,11.0,5.821,10.75,7.839,10.966666666666669,5.977,False,-1.8499999999999996,-20.218579234972673
King Saud University,King Fahad District 2,2025-01-22 17:00:00,19.616666666666667,5.497,13.333333333333334,5.821,15.116666666666667,7.839,11.966666666666669,5.977,True,6.283333333333333,32.030586236193706
King Saud University,Al Wurud 2,2025-01-22 08:00:00,8.7,5.524,10.95,5.522,9.083333333333334,7.45,10.466666666666669,5.556,False,-2.25,-25.862068965517242
King Saud University,Al Wurud 2,2025-01-22 17:00:00,18.583333333333332,5.524,13.283333333333331,5.522,13.216666666666669,7.45,11.466666666666669,5.556,True,5.300000000000001,28.520179372197312
King Saud University,Al Urubah,2025-01-22 08:00:00,10.6,6.394,13.416666666666666,6.52,11.783333333333331,8.437,12.116666666666667,6.426,False,-2.8166666666666664,-26.572327044025158
King Saud University,Al Urubah,2025-01-22 17:00:00,21.45,6.394,15.75,6.52,14.4,8.437,13.116666666666667,6.426,True,5.699999999999999,26.573426573426573
King Saud University,Alinma Bank,2025-01-22 08:00:00,13.266666666666667,7.72,15.45,7.719,13.8,10.254,14.4,7.761,False,-2.183333333333332,-16.457286432160792
King Saud University,Alinma Bank,2025-01-22 17:00:00,24.083333333333332,7.72,17.783333333333335,7.719,21.933333333333337,10.427,15.4,7.761,True,6.299999999999997,26.159169550173
King Saud University,Bank Albilad,2025-01-22 08:00:00,14.5,8.689,20.366666666666667,8.788,16.766666666666666,13.562,19.2,8.739,False,-5.866666666666667,-40.459770114942536
King Saud University,Bank Albilad,2025-01-22 17:00:00,22.116666666666667,8.689,22.7,8.788,22.333333333333332,13.562,20.2,8.739,False,-0.5833333333333321,-2.6375282592313436
King Saud University,King Fahad Library,2025-01-22 08:00:00,16.0,9.446,17.666666666666668,9.33,15.4,11.091,17.7,9.323,False,-1.6666666666666679,-10.416666666666675
King Saud University,King Fahad Library,2025-01-22 17:00:00,24.116666666666667,9.446,20.0,9.33,23.25,13.602,18.7,9.323,True,4.116666666666667,17.069799585349
King Saud University,Ministry of Interior,2025-01-22 08:00:00,17.183333333333334,12.527,17.366666666666667,11.213,16.316666666666666,13.217,20.366666666666667,11.256,False,-0.18333333333333357,-1.0669253152279354
King Saud University,Ministry of Interior,2025-01-22 17:00:00,28.6,12.065,19.7,11.213,22.116666666666667,13.217,21.366666666666667,11.256,True,8.900000000000002,31.118881118881127
King Saud University,Al Muorabba,2025-01-22 08:00:00,20.05,13.688,17.366666666666667,12.554,17.016666666666666,13.38,22.433333333333337,12.578,True,2.6833333333333336,13.383208645054031
King Saud University,Al Muorabba,2025-01-22 17:00:00,30.816666666666663,13.688,19.7,12.554,22.916666666666668,13.38,23.433333333333337,12.578,True,11.116666666666664,36.073553272038936
King Saud University,Passport Department,2025-01-22 08:00:00,19.716666666666665,15.028,26.466666666666665,13.14,18.45,13.864,24.05,13.177,False,-6.75,-34.234995773457314
King Saud University,Passport Department,2025-01-22 17:00:00,36.46666666666667,14.488,28.8,13.14,22.05,13.864,25.05,13.177,True,7.666666666666668,21.023765996343695
King Saud University,National Museum,2025-01-22 08:00:00,21.016666666666666,15.472,29.483333333333334,15.079,22.466666666666665,16.249,27.066666666666663,15.126,False,-8.466666666666669,-40.285487708168134
King Saud University,National Museum,2025-01-22 17:00:00,38.13333333333333,15.222,31.816666666666663,15.079,26.0,16.249,28.066666666666663,15.126,True,6.31666666666667,16.564685314685324
King Saud University,Al Bat’ha,2025-01-22 08:00:00,21.333333333333332,16.406,31.3,16.045,23.783333333333335,17.15,29.05,16.074,False,-9.966666666666669,-46.71875000000001
King Saud University,Al Bat’ha,2025-01-22 17:00:00,42.65,15.968,33.63333333333333,16.045,25.7,17.15,30.05,16.074,True,9.016666666666666,21.1410707307542
King Saud University,Al Owd,2025-01-22 08:00:00,25.583333333333332,19.085,36.55,17.747,28.35,18.927,32.916666666666664,17.659,False,-10.966666666666665,-42.866449511400646
King Saud University,Al Owd,2025-01-22 17:00:00,50.583333333333336,18.648,38.88333333333333,17.747,30.333333333333332,18.927,33.916666666666664,17.659,True,11.700000000000003,23.130148270181223
King Saud University,Skirinah,2025-01-22 08:00:00,25.283333333333335,20.655,37.03333333333333,18.571,30.366666666666667,19.871,35.266666666666666,18.611,False,-11.749999999999996,-46.47330257086353
King Saud University,Skirinah,2025-01-22 17:00:00,48.68333333333333,20.218,39.36666666666667,18.571,30.6,19.347,36.266666666666666,18.611,True,9.316666666666663,19.13728175282437
King Saud University,Manfouhah,2025-01-22 08:00:00,24.566666666666663,19.921,38.7,19.419,37.61666666666667,21.755,36.916666666666664,19.459,False,-14.13333333333334,-57.53052917232026
King Saud University,Manfouhah,2025-01-22 17:00:00,48.11666666666667,19.484,41.03333333333333,19.419,33.28333333333333,21.755,37.916666666666664,19.459,True,7.083333333333336,14.721163837894014
King Saud University,Al Iman Hospital,2025-01-22 08:00:00,27.616666666666667,23.102,41.766666666666666,20.947,36.583333333333336,23.419,39.75,20.982,False,-14.149999999999999,-51.237175618587806
King Saud University,Al Iman Hospital,2025-01-22 17:00:00,51.516666666666666,22.665,44.1,20.947,38.583333333333336,23.419,40.75,20.982,True,7.416666666666664,14.39663539307667
King Saud University,Transportation Center,2025-01-22 08:00:00,28.45,26.371,43.88333333333333,22.347,36.266666666666666,38.002,42.43333333333333,22.377,False,-15.433333333333334,-54.24721734036321
King Saud University,Transportation Center,2025-01-22 17:00:00,53.0,25.934,46.21666666666667,22.347,38.18333333333333,38.002,40.1,22.377,True,6.783333333333331,12.798742138364776
King Saud University,Al Aziziah,2025-01-22 08:00:00,31.333333333333332,29.74,43.88333333333333,25.121,40.483333333333334,38.659,46.266666666666666,25.154,False,-12.55,-40.05319148936171
King Saud University,Al Aziziah,2025-01-22 17:00:00,61.416666666666664,29.303,46.21666666666667,25.121,42.38333333333333,38.659,43.766666666666666,25.154,True,15.199999999999996,24.748982360922653
King Saud University,Ad Dar Al Baida,2025-01-22 08:00:00,34.86666666666667,32.169,51.233333333333334,28.543,45.3,29.608,51.06666666666667,28.576,False,-16.366666666666667,-46.94072657743786
King Saud University,Ad Dar Al Baida,2025-01-22 17:00:00,65.8,31.732,53.56666666666667,28.543,46.93333333333333,33.033,48.56666666666667,28.576,True,12.233333333333327,18.591691995947308
King Saud University,SAB Bank,2025-01-22 08:00:00,19.266666666666666,24.653,25.416666666666668,17.502,20.516666666666666,24.388,30.066666666666663,17.647,False,-6.150000000000002,-31.920415224913505
King Saud University,SAB Bank,2025-01-22 17:00:00,35.45,24.653,27.75,17.502,30.033333333333335,24.388,31.066666666666663,17.647,True,7.700000000000003,21.720733427362486
King Saud University,DR SULAIMAN AL HABIB,2025-01-22 08:00:00,18.283333333333335,14.679,23.566666666666663,15.307,18.333333333333332,20.004,30.066666666666663,15.438,False,-5.283333333333328,-28.896991795806713
King Saud University,DR SULAIMAN AL HABIB,2025-01-22 17:00:00,39.35,14.679,25.9,15.307,28.116666666666667,16.365,31.066666666666663,15.438,True,13.450000000000003,34.18043202033038
King Saud University,King Salman Oasis,2025-01-22 08:00:00,4.383333333333334,3.097,2.55,1.353,3.9833333333333334,3.091,2.6333333333333333,1.36,True,1.833333333333334,41.825095057034225
King Saud University,King Salman Oasis,2025-01-22 17:00:00,6.333333333333333,3.097,2.55,1.353,4.416666666666667,3.091,2.6333333333333333,1.36,True,3.783333333333333,59.73684210526316
King Saud University,KACST,2025-01-22 08:00:00,5.866666666666666,3.765,4.4,2.413,4.916666666666667,4.154,4.25,2.421,True,1.466666666666666,24.99999999999999
King Saud University,KACST,2025-01-22 17:00:00,10.533333333333331,3.983,4.4,2.413,5.816666666666666,4.154,4.25,2.421,True,6.133333333333331,58.22784810126581
King Saud University,At Takhassussi,2025-01-22 08:00:00,7.383333333333334,5.217,5.95,3.145,7.483333333333333,5.238,4.733333333333333,3.139,True,1.4333333333333336,19.413092550790072
King Saud University,At Takhassussi,2025-01-22 17:00:00,13.033333333333331,4.095,5.95,3.145,9.1,5.238,4.733333333333333,3.139,True,7.083333333333331,54.347826086956516
King Saud University,stc,2025-01-22 08:00:00,10.55,8.637,12.65,4.723,7.216666666666667,6.117,7.783333333333333,4.386,False,-2.0999999999999996,-19.905213270142173
King Saud University,stc,2025-01-22 17:00:00,21.816666666666663,10.753,12.65,4.723,9.033333333333331,6.117,7.783333333333333,4.386,True,9.166666666666663,42.01680672268907
King Saud University,Al Wurud,2025-01-22 08:00:00,9.25,7.369,10.133333333333333,5.643,7.933333333333334,7.38,9.983333333333333,5.648,False,-0.8833333333333329,-9.549549549549544
King Saud University,Al Wurud,2025-01-22 17:00:00,23.866666666666667,7.369,10.133333333333333,5.643,10.7,7.38,9.983333333333333,5.648,True,13.733333333333334,57.54189944134078
King Saud University,King Abdulaziz Road,2025-01-22 08:00:00,9.933333333333334,7.266,11.883333333333333,6.578,9.1,8.3,11.783333333333331,6.566,False,-1.9499999999999993,-19.630872483221466
King Saud University,King Abdulaziz Road,2025-01-22 17:00:00,24.366666666666667,7.266,11.883333333333333,6.578,12.95,8.3,11.783333333333331,6.566,True,12.483333333333334,51.2311901504788
King Saud University,Riyadh Exhibition Center,2025-01-22 08:00:00,11.833333333333334,11.257,18.75,11.219,15.866666666666667,13.95,18.766666666666666,11.225,False,-6.916666666666666,-58.4507042253521
King Saud University,Riyadh Exhibition Center,2025-01-22 17:00:00,30.35,11.257,18.75,11.219,20.3,13.95,18.766666666666666,11.225,True,11.600000000000001,38.220757825370676
King Saud University,An Nuzhah,2025-01-22 08:00:00,15.95,13.907,16.433333333333334,9.558,12.5,11.3,16.416666666666668,9.567,False,-0.4833333333333343,-3.0303030303030365
King Saud University,An Nuzhah,2025-01-22 17:00:00,32.63333333333333,13.907,16.433333333333334,9.558,17.733333333333334,11.3,16.416666666666668,9.567,True,16.2,49.64249233912155
King Saud University,Khalid Bin Alwaleed Road,2025-01-22 08:00:00,14.883333333333333,14.839,22.666666666666668,14.744,21.283333333333335,16.513,22.716666666666665,14.779,False,-7.783333333333335,-52.295632698768216
King Saud University,Khalid Bin Alwaleed Road,2025-01-22 17:00:00,36.233333333333334,14.839,22.666666666666668,14.744,21.883333333333333,16.513,22.716666666666665,14.779,True,13.566666666666666,37.44250229990801
King Saud University,Al Khaleej,2025-01-22 08:00:00,19.833333333333332,20.048,29.233333333333334,18.749,25.616666666666667,20.467,28.183333333333337,18.736,False,-9.400000000000002,-47.394957983193294
King Saud University,Al Khaleej,2025-01-22 17:00:00,44.483333333333334,20.048,29.233333333333334,18.749,24.65,20.467,28.183333333333337,18.736,True,15.25,34.282502810041215
King Saud University,Ishbiliyah,2025-01-22 08:00:00,20.0,22.589,30.65,20.76,26.833333333333332,22.478,30.85,20.748,False,-10.649999999999999,-53.25
King Saud University,Ishbiliyah,2025-01-22 17:00:00,43.43333333333333,22.589,30.65,20.76,26.033333333333335,22.478,30.85,20.748,True,12.783333333333331,29.43207981580967
King Saud University,King Fahad Sport City,2025-01-22 08:00:00,25.55,27.473,34.38333333333333,24.137,31.75,27.835,35.56666666666667,24.103,False,-8.833333333333332,-34.57273320287018
King Saud University,King Fahad Sport City,2025-01-22 17:00:00,50.666666666666664,27.473,34.38333333333333,24.137,32.95,27.835,35.56666666666667,24.103,True,16.28333333333333,32.13815789473684
King Saud University,Jeddah Road,2025-01-22 08:00:00,19.216666666666665,23.617,87.33333333333333,36.213,26.1,21.278,94.41666666666669,36.361,False,-68.11666666666666,-354.4666088464874
King Saud University,Jeddah Road,2025-01-22 17:00:00,41.266666666666666,23.617,101.83333333333331,37.24,22.15,21.278,91.73333333333332,36.379,False,-60.56666666666665,-146.7689822294022
King Saud University,Tuwaiq,2025-01-22 08:00:00,22.583333333333332,26.713,84.01666666666667,33.747,23.966666666666665,21.292,91.13333333333334,33.89,False,-61.43333333333334,-272.029520295203
King Saud University,Tuwaiq,2025-01-22 17:00:00,47.416666666666664,26.713,98.51666666666668,34.774,19.733333333333334,21.292,88.45,33.908,False,-51.100000000000016,-107.76801405975401
King Saud University,Ad Douh,2025-01-22 08:00:00,20.833333333333332,27.535,81.93333333333334,23.048,26.116666666666667,20.09,83.71666666666667,22.068,False,-61.10000000000001,-293.2800000000001
King Saud University,Ad Douh,2025-01-22 17:00:00,46.86666666666667,24.007,94.65,31.663,21.266666666666666,20.09,93.06666666666666,31.392,False,-47.78333333333334,-101.95590327169275
King Saud University,Western Station,2025-01-22 08:00:00,20.6,29.262,75.0,24.467,25.816666666666663,21.92,76.28333333333333,22.995,False,-54.4,-264.0776699029126
King Saud University,Western Station,2025-01-22 17:00:00,45.483333333333334,25.735,75.0,24.467,22.166666666666668,21.92,76.28333333333333,22.995,False,-29.516666666666666,-64.89556614144375
King Saud University,Aishah bint Abi Bakr Street,2025-01-22 08:00:00,25.05,21.151,96.58333333333331,28.349,26.35,18.013,79.4,25.225,False,-71.53333333333332,-285.56220891550225
King Saud University,Aishah bint Abi Bakr Street,2025-01-22 17:00:00,40.983333333333334,21.151,79.43333333333334,25.559,25.55,18.013,80.06666666666666,25.225,False,-38.45,-93.81862545750306
King Saud University,Sultanah,2025-01-22 08:00:00,22.35,17.405,60.03333333333333,17.729,27.766666666666666,17.567,71.85,18.653,False,-37.68333333333333,-168.6055182699478
King Saud University,Sultanah,2025-01-22 17:00:00,43.86666666666667,17.405,76.53333333333333,19.299,26.4,17.722,67.03333333333333,18.672,False,-32.666666666666664,-74.46808510638297
King Saud University,Al Jarradiyah,2025-01-22 08:00:00,19.833333333333332,15.757,55.86666666666667,16.72,26.95,16.94,64.6,17.731,False,-36.03333333333333,-181.68067226890756
King Saud University,Al Jarradiyah,2025-01-22 17:00:00,38.43333333333333,15.757,72.0,18.289,24.516666666666666,16.94,62.71666666666667,17.749,False,-33.56666666666667,-87.33738074588034
King Saud University,Dhahrat Al Badiah,2025-01-22 08:00:00,25.95,19.236,69.71666666666667,21.767,26.133333333333333,17.845,74.51666666666667,22.444,False,-43.766666666666666,-168.65767501605654
King Saud University,Dhahrat Al Badiah,2025-01-22 17:00:00,41.56666666666667,21.579,74.66666666666667,24.334,25.966666666666665,17.845,72.18333333333334,22.444,False,-33.1,-79.63111467522053
King Saud University,Courts Complex,2025-01-22 08:00:00,20.516666666666666,17.638,49.88333333333333,17.391,29.066666666666663,18.382,49.25,17.451,False,-29.366666666666667,-143.13566206336313
King Saud University,Courts Complex,2025-01-22 17:00:00,45.53333333333333,17.2,52.21666666666667,17.391,26.55,18.382,46.75,17.451,False,-6.683333333333337,-14.677891654465602
King Saud University,Qasr Al Hokm,2025-01-22 08:00:00,22.933333333333337,18.05,48.06666666666667,18.587,26.933333333333337,18.476,45.1,18.499,False,-25.133333333333333,-109.59302325581393
King Saud University,Qasr Al Hokm,2025-01-22 17:00:00,47.03333333333333,17.612,50.4,18.587,29.183333333333337,19.163,42.6,18.499,False,-3.366666666666667,-7.158043940467755
King Saud University,Al Hilla,2025-01-22 08:00:00,25.566666666666663,18.767,46.483333333333334,18.458,27.516666666666666,18.631,44.78333333333333,18.463,False,-20.91666666666667,-81.81225554106913
King Saud University,Al Hilla,2025-01-22 17:00:00,49.13333333333333,18.33,48.81666666666667,18.458,31.1,18.106,42.28333333333333,18.463,True,0.3166666666666629,0.6445047489823532
King Saud University,Al Margab,2025-01-22 08:00:00,26.816666666666663,19.283,53.46666666666667,18.974,30.683333333333337,19.821,52.03333333333333,18.979,False,-26.650000000000006,-99.37849596022377
King Saud University,Al Margab,2025-01-22 17:00:00,50.35,18.846,55.8,18.974,37.483333333333334,19.821,49.53333333333333,18.979,False,-5.449999999999996,-10.824230387288969
King Saud University,As Salhiyah,2025-01-22 08:00:00,28.133333333333333,19.13,56.95,18.105,29.766666666666666,20.896,59.416666666666664,18.169,False,-28.81666666666667,-102.42890995260665
King Saud University,As Salhiyah,2025-01-22 17:00:00,46.25,19.13,63.88333333333333,18.215,39.916666666666664,20.896,56.916666666666664,18.169,False,-17.633333333333333,-38.126126126126124
King Saud University,First Industrial City,2025-01-22 08:00:00,28.216666666666665,19.479,61.65,23.037,27.966666666666665,19.676,63.583333333333336,39.096,False,-33.43333333333334,-118.48789131718844
King Saud University,First Industrial City,2025-01-22 17:00:00,44.666666666666664,19.14,62.983333333333334,23.037,37.4,19.676,64.75,39.096,False,-18.31666666666667,-41.00746268656717
King Saud University,Railway,2025-01-22 08:00:00,28.15,19.365,61.516666666666666,23.568,27.25,20.277,60.88333333333333,38.545,False,-33.36666666666667,-118.53167554766135
King Saud University,Railway,2025-01-22 17:00:00,44.45,19.365,59.516666666666666,23.568,36.18333333333333,20.277,62.05,38.545,False,-15.066666666666663,-33.895763029621286
King Saud University,Al Malaz,2025-01-22 08:00:00,28.5,18.486,52.666666666666664,18.405,30.183333333333337,20.267,61.46666666666667,18.926,False,-24.166666666666664,-84.7953216374269
King Saud University,Al Malaz,2025-01-22 17:00:00,44.11666666666667,18.652,57.5,18.405,39.8,20.985,58.13333333333333,18.926,False,-13.383333333333333,-30.3362296939932
King Saud University,Jarir District,2025-01-22 08:00:00,24.916666666666668,24.099,78.56666666666666,21.271,26.5,21.014,83.63333333333334,21.731,False,-53.64999999999999,-215.31772575250835
King Saud University,Jarir District,2025-01-22 17:00:00,49.983333333333334,24.099,83.4,21.271,37.78333333333333,21.014,83.3,21.731,False,-33.41666666666667,-66.85561853951319
King Saud University,Al Rajhi Grand Mosque,2025-01-22 08:00:00,24.233333333333334,23.448,76.36666666666666,34.293,29.233333333333334,23.66,73.48333333333333,32.85,False,-52.133333333333326,-215.130674002751
King Saud University,Al Rajhi Grand Mosque,2025-01-22 17:00:00,49.9,23.448,75.2,34.293,37.95,23.66,74.65,32.85,False,-25.300000000000004,-50.70140280561123
King Saud University,Harun ar Rashid Road,2025-01-22 08:00:00,27.483333333333334,25.957,51.05,32.536,34.68333333333333,25.865,49.78333333333333,31.062,False,-23.566666666666663,-85.74893875075801
King Saud University,Harun ar Rashid Road,2025-01-22 17:00:00,55.05,25.957,49.88333333333333,32.536,40.61666666666667,25.484,54.45,31.062,True,5.166666666666664,9.38540720557069
King Saud University,Hassan Bin Thabit Street,2025-01-22 08:00:00,28.533333333333335,28.3,82.06666666666666,28.497,39.68333333333333,31.507,88.95,32.132,False,-53.53333333333333,-187.6168224299065
King Saud University,Hassan Bin Thabit Street,2025-01-22 17:00:00,59.016666666666666,28.3,79.4,28.497,45.666666666666664,30.416,84.95,30.8,False,-20.38333333333334,-34.53826602654618
King Saud University,Khashm Al An,2025-01-22 08:00:00,27.866666666666667,31.552,102.16666666666669,30.005,46.0,31.546,107.81666666666666,33.64,False,-74.30000000000001,-266.62679425837325
King Saud University,Khashm Al An,2025-01-22 17:00:00,53.88333333333333,31.552,99.5,30.005,45.483333333333334,31.546,106.98333333333332,32.308,False,-45.61666666666667,-84.65821218682339
King Saud University,KAFD,2025-01-22 08:00:00,11.5,9.517,18.833333333333332,10.003,11.783333333333331,14.399,21.533333333333335,10.16,False,-7.333333333333332,-63.76811594202898
King Saud University,KAFD,2025-01-22 17:00:00,18.15,9.517,21.166666666666668,10.003,19.433333333333337,14.399,22.533333333333335,10.16,False,-3.0166666666666693,-16.620752984389362
King Saud University,ar Rabi,2025-01-22 08:00:00,15.85,14.292,22.566666666666663,13.187,17.0,15.577,27.766666666666666,13.331,False,-6.716666666666663,-42.376445846477374
King Saud University,ar Rabi,2025-01-22 17:00:00,30.15,14.136,26.733333333333334,13.182,28.883333333333333,15.577,29.266666666666666,13.336,True,3.4166666666666643,11.332227750138191
